# x86 instruction set description version 0.01.
# https://golang.org/x/arch/x86
#
# This file contains a block of comment lines, each beginning with #,
# followed by entries in CSV format. All the # comments are at the top
# of the file, so a reader can skip past the comments and hand the
# rest of the file to a standard CSV reader.
#
# Each line in the CSV section contains 6 fields:
#
#	mnemonic encoding valid-32 valid-64 feature tags
#
# The mnemonic, encoding, valid-32, valid-64, and feature columns
# correspond exactly to the typical table format used to describe
# an instruction in the Intel x86-64 manual. Note that compared
# to the manual pages, valid-32 and valid-64 have been swapped.
# Consult the manual for details about the meaning of these fields [1].
#
# The tags column contains additional comma-separated tags with information
# about the instructions not gleaned from the manual. The known tags are:
#
#	pseudo, pseudo64 - this is a pseudo-instruction, redundant with some
#	  other instruction in the list; this one should be ignored
#	  for the purposes of decoding.
#
#	operand16, operand32, operand64 - this instruction interpretation
#	  is only valid in 16-bit/32-bit/64-bit operand mode.
#
#	address16, address32, address64 - this instruction interpretation
#	  is only valid in 16-bit/32-bit/64-bit address mode
#
#	modrm_regonly - this instruction interpretation
#	  is only valid if the modrm r/m field denotes a register.
#
#	modrm_memonly - this instruction interpretation
#	  is only valid if the modrm r/m field denotes a memory reference.
#
# This file was generated by a program reading the PDF version of
# the manual, but it was then hand edited to make corrections and
# add the tags. The eventual plan is for the generator to write the
# file directly, using the PDF and a list of modifications, but
# no hand editing. Then, when a new version of the manual comes out,
# updating the list should be as easy as downloading the new PDF
# and invoking the generator. However, we are not there yet.
#
# [1] In the February 2014 PDF manual at
# http://www.intel.com/content/dam/www/public/us/en/documents/manuals/64-ia-32-architectures-software-developer-manual-325462.pdf
# the instruction format is described in Volume 2, Section 3.1.1, starting on page 487.
#
"AND RAX, imm32","REX.W + 25 id","N.E.","V","",""
"AND r/m16, imm16","81 /4 iw","V","V","","operand16"
"AND r/m16, imm8","83 /4 ib","V","V","","operand16"
"AND r/m16, r16","21 /r","V","V","","operand16"
"AND r/m32, imm32","81 /4 id","V","V","","operand32"
"AND r/m32, imm8","83 /4 ib","V","V","","operand32"
"AND r/m32, r32","21 /r","V","V","","operand32"
"AND r/m64, imm32","REX.W + 81 /4 id","N.E.","V","",""
"AND r/m64, imm8","REX.W + 83 /4 ib","N.E.","V","",""
"AND r/m64, r64","REX.W + 21 /r","N.E.","V","",""
"AND r/m8, imm8u","80 /4 ib","V","V","",""
"AND r/m8, imm8u","REX + 80 /4 ib","N.E.","V","","pseudo64"
"AND r/m8, r8","20 /r","V","V","",""
"AND r/m8, r8","REX + 20 /r","N.E.","V","","pseudo64"
"AND r16, r/m16","23 /r","V","V","","operand16"
"AND r32, r/m32","23 /r","V","V","","operand32"
"AND r64, r/m64","REX.W + 23 /r","N.E.","V","",""
"AND r8, r/m8","22 /r","V","V","",""
"AND r8, r/m8","REX + 22 /r","N.E.","V","","pseudo64"
"ANDN r32a, r32b, r/m32","VEX.NDS.LZ.0F38.W0 F2 /r","V","V","BMI1",""
"ANDN r64a, r64b, r/m64","VEX.NDS.LZ.0F38.W1 F2 /r","N.E.","V","BMI1",""
"ANDNPD xmm1, xmm2/m128","66 0F 55 /r","V","V","SSE2",""
"ANDNPS xmm1, xmm2/m128","0F 55 /r","V","V","SSE",""
"ANDPD xmm1, xmm2/m128","66 0F 54 /r","V","V","SSE2",""
"ANDPS xmm1, xmm2/m128","0F 54 /r","V","V","SSE",""
"ARPL r/m16, r16","63 /r","V","N.E.","",""
"BEXTR r32a, r/m32, r32b","VEX.NDS.LZ.0F38.W0 F7 /r","V","V","BMI1",""
"BEXTR r64a, r/m64, r64b","VEX.NDS.LZ.0F38.W1 F7 /r","N.E.","V","BMI1",""
"BLENDPD xmm1, xmm2/m128, imm8u","66 0F 3A 0D /r ib","V","V","SSE4_1",""
"BLENDPS xmm1, xmm2/m128, imm8u","66 0F 3A 0C /r ib","V","V","SSE4_1",""
"BLENDVPD xmm1, xmm2/m128, <XMM0>","66 0F 38 15 /r","V","V","SSE4_1",""
"BLENDVPS xmm1, xmm2/m128, <XMM0>","66 0F 38 14 /r","V","V","SSE4_1",""
"BLSI r32, r/m32","VEX.NDD.LZ.0F38.W0 F3 /3","V","V","BMI1",""
"BLSI r64, r/m64","VEX.NDD.LZ.0F38.W1 F3 /3","N.E.","V","BMI1",""
"BLSMSK r32, r/m32","VEX.NDD.LZ.0F38.W0 F3 /2","V","V","BMI1",""
"BLSMSK r64, r/m64","VEX.NDD.LZ.0F38.W1 F3 /2","N.E.","V","BMI1",""
"BLSR r32, r/m32","VEX.NDD.LZ.0F38.W0 F3 /1","V","V","BMI1",""
"BLSR r64, r/m64","VEX.NDD.LZ.0F38.W1 F3 /1","N.E.","V","BMI1",""
"BOUND r16, m16&16","62 /r","V","I","","operand16"
"BOUND r32, m32&32","62 /r","V","I","","operand32"
"BSF r16, r/m16","0F BC /r","V","V","","operand16"
"BSF r32, r/m32","0F BC /r","V","V","","operand32"
"BSF r64, r/m64","REX.W + 0F BC /r","N.E.","V","",""
"BSR r16, r/m16","0F BD /r","V","V","","operand16"
"BSR r32, r/m32","0F BD /r","V","V","","operand32"
"BSR r64, r/m64","REX.W + 0F BD /r","N.E.","V","",""
"BSWAP r16op","0F C8+rd","V","V","","operand16"
"BSWAP r32op","0F C8+rd","V","V","","operand32"
"BSWAP r64op","REX.W + 0F C8+rd","N.E.","V","","operand64"
"BT r/m16, imm8u","0F BA /4 ib","V","V","","operand16"
"BT r/m16, r16","0F A3 /r","V","V","","operand16"
"BT r/m32, imm8u","0F BA /4 ib","V","V","","operand32"
"BT r/m32, r32","0F A3 /r","V","V","","operand32"
"BT r/m64, imm8u","REX.W + 0F BA /4 ib","N.E.","V","",""
"BT r/m64, r64","REX.W + 0F A3 /r","N.E.","V","",""
"BTC r/m16, imm8u","0F BA /7 ib","V","V","","operand16"
"BTC r/m16, r16","0F BB /r","V","V","","operand16"
"BTC r/m32, imm8u","0F BA /7 ib","V","V","","operand32"
"BTC r/m32, r32","0F BB /r","V","V","","operand32"
"BTC r/m64, imm8u","REX.W + 0F BA /7 ib","N.E.","V","",""
"BTC r/m64, r64","REX.W + 0F BB /r","N.E.","V","",""
"BTR r/m16, imm8u","0F BA /6 ib","V","V","","operand16"
"BTR r/m16, r16","0F B3 /r","V","V","","operand16"
"BTR r/m32, imm8u","0F BA /6 ib","V","V","","operand32"
"BTR r/m32, r32","0F B3 /r","V","V","","operand32"
"BTR r/m64, imm8u","REX.W + 0F BA /6 ib","N.E.","V","",""
"BTR r/m64, r64","REX.W + 0F B3 /r","N.E.","V","",""
"BTS r/m16, imm8u","0F BA /5 ib","V","V","","operand16"
"BTS r/m16, r16","0F AB /r","V","V","","operand16"
"BTS r/m32, imm8u","0F BA /5 ib","V","V","","operand32"
"BTS r/m32, r32","0F AB /r","V","V","","operand32"
"BTS r/m64, imm8u","REX.W + 0F BA /5 ib","N.E.","V","",""
"BTS r/m64, r64","REX.W + 0F AB /r","N.E.","V","",""
"BZHI r32a, r/m32, r32b","VEX.NDS.LZ.0F38.W0 F5 /r","V","V","BMI2",""
"BZHI r64a, r/m64, r64b","VEX.NDS.LZ.0F38.W1 F5 /r","N.E.","V","BMI2",""
"CALL r/m16","FF /2","V","N.E.","","operand16"
"CALL r/m32","FF /2","V","N.E.","","operand32"
"CALL r/m64","FF /2","N.E.","V","",""
"CALL rel16","E8 cw","V","N.S.","","operand16"
"CALL rel32","E8 cd","V","V","","operand32"
"CALL rel32","E8 cd","N.S.","V","","operand16,operand64"
"CBW","98","V","V","","operand16"
"CDQ","99","V","V","","operand32"
"CDQE","REX.W + 98","N.E.","V","",""
"CLC","F8","V","V","",""
"CLD","FC","V","V","",""
"CLFLUSH m8","0F AE /7","V","V","",""
"CLI","FA","V","V","",""
"CLTS","0F 06","V","V","",""
"CMC","F5","V","V","",""
"CMOVA r16, r/m16","0F 47 /r","V","V","","operand16"
"CMOVA r32, r/m32","0F 47 /r","V","V","","operand32"
"CMOVA r64, r/m64","REX.W + 0F 47 /r","N.E.","V","",""
"CMOVAE r16, r/m16","0F 43 /r","V","V","","operand16"
"CMOVAE r32, r/m32","0F 43 /r","V","V","","operand32"
"CMOVAE r64, r/m64","REX.W + 0F 43 /r","N.E.","V","",""
"CMOVB r16, r/m16","0F 42 /r","V","V","","operand16"
"CMOVB r32, r/m32","0F 42 /r","V","V","","operand32"
"CMOVB r64, r/m64","REX.W + 0F 42 /r","N.E.","V","",""
"CMOVBE r16, r/m16","0F 46 /r","V","V","","operand16"
"CMOVBE r32, r/m32","0F 46 /r","V","V","","operand32"
"CMOVBE r64, r/m64","REX.W + 0F 46 /r","N.E.","V","",""
"CMOVC r16, r/m16","0F 42 /r","V","V","","pseudo,operand16"
"CMOVC r32, r/m32","0F 42 /r","V","V","","pseudo,operand32"
"CMOVC r64, r/m64","REX.W + 0F 42 /r","N.E.","V","","pseudo,"
"CMOVE r16, r/m16","0F 44 /r","V","V","","operand16"
"CMOVE r32, r/m32","0F 44 /r","V","V","","operand32"
"CMOVE r64, r/m64","REX.W + 0F 44 /r","N.E.","V","",""
"CMOVG r16, r/m16","0F 4F /r","V","V","","operand16"
"CMOVG r32, r/m32","0F 4F /r","V","V","","operand32"
"CMOVG r64, r/m64","REX.W + 0F 4F /r","N.E.","V","",""
"CMOVGE r16, r/m16","0F 4D /r","V","V","","operand16"
"CMOVGE r32, r/m32","0F 4D /r","V","V","","operand32"
"CMOVGE r64, r/m64","REX.W + 0F 4D /r","N.E.","V","",""
"CMOVL r16, r/m16","0F 4C /r","V","V","","operand16"
"CMOVL r32, r/m32","0F 4C /r","V","V","","operand32"
"CMOVL r64, r/m64","REX.W + 0F 4C /r","N.E.","V","",""
"CMOVLE r16, r/m16","0F 4E /r","V","V","","operand16"
"CMOVLE r32, r/m32","0F 4E /r","V","V","","operand32"
"CMOVLE r64, r/m64","REX.W + 0F 4E /r","N.E.","V","",""
"CMOVNA r16, r/m16","0F 46 /r","V","V","","pseudo,operand16"
"CMOVNA r32, r/m32","0F 46 /r","V","V","","pseudo,operand32"
"CMOVNA r64, r/m64","REX.W + 0F 46 /r","N.E.","V","","pseudo,"
"CMOVNAE r16, r/m16","0F 42 /r","V","V","","pseudo,operand16"
"CMOVNAE r32, r/m32","0F 42 /r","V","V","","pseudo,operand32"
"CMOVNAE r64, r/m64","REX.W + 0F 42 /r","N.E.","V","","pseudo,"
"CMOVNB r16, r/m16","0F 43 /r","V","V","","pseudo,operand16"
"CMOVNB r32, r/m32","0F 43 /r","V","V","","pseudo,operand32"
"CMOVNB r64, r/m64","REX.W + 0F 43 /r","N.E.","V","","pseudo,"
"CMOVNBE r16, r/m16","0F 47 /r","V","V","","pseudo,operand16"
"CMOVNBE r32, r/m32","0F 47 /r","V","V","","pseudo,operand32"
"CMOVNBE r64, r/m64","REX.W + 0F 47 /r","N.E.","V","","pseudo,"
"CMOVNC r16, r/m16","0F 43 /r","V","V","","pseudo,operand16"
"CMOVNC r32, r/m32","0F 43 /r","V","V","","pseudo,operand32"
"CMOVNC r64, r/m64","REX.W + 0F 43 /r","N.E.","V","","pseudo,"
"CMOVNE r16, r/m16","0F 45 /r","V","V","","operand16"
"CMOVNE r32, r/m32","0F 45 /r","V","V","","operand32"
"CMOVNE r64, r/m64","REX.W + 0F 45 /r","N.E.","V","",""
"CMOVNG r16, r/m16","0F 4E /r","V","V","","pseudo,operand16"
"CMOVNG r32, r/m32","0F 4E /r","V","V","","pseudo,operand32"
"CMOVNG r64, r/m64","REX.W + 0F 4E /r","N.E.","V","","pseudo,"
"CMOVNGE r16, r/m16","0F 4C /r","V","V","","pseudo,operand16"
"CMOVNGE r32, r/m32","0F 4C /r","V","V","","pseudo,operand32"
"CMOVNGE r64, r/m64","REX.W + 0F 4C /r","N.E.","V","","pseudo,"
"CMOVNL r16, r/m16","0F 4D /r","V","V","","pseudo,operand16"
"CMOVNL r32, r/m32","0F 4D /r","V","V","","pseudo,operand32"
"CMOVNL r64, r/m64","REX.W + 0F 4D /r","N.E.","V","","pseudo,"
"CMOVNLE r16, r/m16","0F 4F /r","V","V","","pseudo,operand16"
"CMOVNLE r32, r/m32","0F 4F /r","V","V","","pseudo,operand32"
"CMOVNLE r64, r/m64","REX.W + 0F 4F /r","N.E.","V","","pseudo,"
"CMOVNO r16, r/m16","0F 41 /r","V","V","","operand16"
"CMOVNO r32, r/m32","0F 41 /r","V","V","","operand32"
"CMOVNO r64, r/m64","REX.W + 0F 41 /r","N.E.","V","",""
"CMOVNP r16, r/m16","0F 4B /r","V","V","","operand16"
"CMOVNP r32, r/m32","0F 4B /r","V","V","","operand32"
"CMOVNP r64, r/m64","REX.W + 0F 4B /r","N.E.","V","",""
"CMOVNS r16, r/m16","0F 49 /r","V","V","","operand16"
"CMOVNS r32, r/m32","0F 49 /r","V","V","","operand32"
"CMOVNS r64, r/m64","REX.W + 0F 49 /r","N.E.","V","",""
"CMOVNZ r16, r/m16","0F 45 /r","V","V","","pseudo,operand16"
"CMOVNZ r32, r/m32","0F 45 /r","V","V","","pseudo,operand32"
"CMOVNZ r64, r/m64","REX.W + 0F 45 /r","N.E.","V","","pseudo,"
"CMOVO r16, r/m16","0F 40 /r","V","V","","operand16"
"CMOVO r32, r/m32","0F 40 /r","V","V","","operand32"
"CMOVO r64, r/m64","REX.W + 0F 40 /r","N.E.","V","",""
"CMOVP r16, r/m16","0F 4A /r","V","V","","operand16"
"CMOVP r32, r/m32","0F 4A /r","V","V","","operand32"
"CMOVP r64, r/m64","REX.W + 0F 4A /r","N.E.","V","",""
"CMOVPE r16, r/m16","0F 4A /r","V","V","","pseudo,operand16"
"CMOVPE r32, r/m32","0F 4A /r","V","V","","pseudo,operand32"
"CMOVPE r64, r/m64","REX.W + 0F 4A /r","N.E.","V","","pseudo,"
"CMOVPO r16, r/m16","0F 4B /r","V","V","","pseudo,operand16"
"CMOVPO r32, r/m32","0F 4B /r","V","V","","pseudo,operand32"
"CMOVPO r64, r/m64","REX.W + 0F 4B /r","N.E.","V","","pseudo,"
"CMOVS r16, r/m16","0F 48 /r","V","V","","operand16"
"CMOVS r32, r/m32","0F 48 /r","V","V","","operand32"
"CMOVS r64, r/m64","REX.W + 0F 48 /r","N.E.","V","",""
"CMOVZ r16, r/m16","0F 44 /r","V","V","","pseudo,operand16"
"CMOVZ r32, r/m32","0F 44 /r","V","V","","pseudo,operand32"
"CMOVZ r64, r/m64","REX.W + 0F 44 /r","N.E.","V","","pseudo,"
"CMP AL, imm8u","3C ib","V","V","",""
"CMP AX, imm16","3D iw","V","V","","operand16"
"CMP EAX, imm32","3D id","V","V","","operand32"
"CMP RAX, imm32","REX.W + 3D id","N.E.","V","",""
"CMP r/m16, imm16","81 /7 iw","V","V","","operand16"
"CMP r/m16, imm8","83 /7 ib","V","V","","operand16"
"CMP r/m16, r16","39 /r","V","V","","operand16"
"CMP r/m32, imm32","81 /7 id","V","V","","operand32"
"CMP r/m32, imm8","83 /7 ib","V","V","","operand32"
"CMP r/m32, r32","39 /r","V","V","","operand32"
"CMP r/m64, imm32","REX.W + 81 /7 id","N.E.","V","",""
"CMP r/m64, imm8","REX.W + 83 /7 ib","N.E.","V","",""
"CMP r/m64, r64","REX.W + 39 /r","N.E.","V","",""
"CMP r/m8, imm8u","80 /7 ib","V","V","",""
"CMP r/m8, imm8u","REX + 80 /7 ib","N.E.","V","","pseudo64"
"CMP r/m8, r8","38 /r","V","V","",""
"CMP r/m8, r8","REX + 38 /r","N.E.","V","","pseudo64"
"CMP r16, r/m16","3B /r","V","V","","operand16"
"CMP r32, r/m32","3B /r","V","V","","operand32"
"CMP r64, r/m64","REX.W + 3B /r","N.E.","V","",""
"CMP r8, r/m8","3A /r","V","V","",""
"CMP r8, r/m8","REX + 3A /r","N.E.","V","","pseudo64"
"CMPPD xmm1, xmm2/m128, imm8u","66 0F C2 /r ib","V","V","SSE2",""
"CMPPS xmm1, xmm2/m128, imm8u","0F C2 /r ib","V","V","SSE",""
"CMPS m16, m16","A7","V","V","","pseudo"
"CMPS m32, m32","A7","V","V","","pseudo"
"CMPS m64, m64","REX.W + A7","N.E.","V","","pseudo"
"CMPS m8, m8","A6","V","V","","pseudo"
"CMPSB","A6","V","V","",""
"CMPSD","A7","V","V","","operand32"
"CMPSD_XMM xmm1, xmm2/m64, imm8u","F2 0F C2 /r ib","V","V","SSE2",""
"CMPSQ","REX.W + A7","N.E.","V","",""
"CMPSS xmm1, xmm2/m32, imm8u","F3 0F C2 /r ib","V","V","SSE",""
"CMPSW","A7","V","V","","operand16"
"CMPXCHG r/m16, r16","0F B1 /r","V","V","","operand16"
"CMPXCHG r/m32, r32","0F B1 /r","V","V","","operand32"
"CMPXCHG r/m64, r64","REX.W + 0F B1 /r","N.E.","V","",""
"CMPXCHG r/m8, r8","0F B0 /r","V","V","",""
"CMPXCHG r/m8, r8","REX + 0F B0 /r","N.E.","V","","pseudo64"
"CMPXCHG16B m128","REX.W + 0F C7 /1","N.E.","V","",""
"CMPXCHG8B m64","0F C7 /1","V","V","","operand16,operand32"
"COMISD xmm1, xmm2/m64","66 0F 2F /r","V","V","SSE2",""
"COMISS xmm1, xmm2/m32","0F 2F /r","V","V","SSE",""
"CPUID","0F A2","V","V","",""
"CQO","REX.W + 99","N.E.","V","",""
"CRC32 r32, r/m16","F2 0F 38 F1 /r","V","V","","operand16"
"CRC32 r32, r/m32","F2 0F 38 F1 /r","V","V","","operand32"
"CRC32 r32, r/m8","F2 0F 38 F0 /r","V","V","","operand16,operand32"
"CRC32 r32, r/m8","F2 REX 0F 38 F0 /r","N.E.","V","","pseudo64"
"CRC32 r64, r/m64","F2 REX.W 0F 38 F1 /r","N.E.","V","",""
"CRC32 r64, r/m8","F2 REX.W 0F 38 F0 /r","N.E.","V","",""
"CVTDQ2PD xmm1, xmm2/m64","F3 0F E6 /r","V","V","SSE2",""
"CVTDQ2PS xmm1, xmm2/m128","0F 5B /r","V","V","SSE2",""
"CVTPD2DQ xmm1, xmm2/m128","F2 0F E6 /r","V","V","SSE2",""
"CVTPD2PI mm, xmm/m128","66 0F 2D /r","V","V","",""
"CVTPD2PS xmm1, xmm2/m128","66 0F 5A /r","V","V","SSE2",""
"CVTPI2PD xmm, mm/m64","66 0F 2A /r","V","V","",""
"CVTPI2PS xmm, mm/m64","0F 2A /r","V","V","",""
"CVTPS2DQ xmm1, xmm2/m128","66 0F 5B /r","V","V","SSE2",""
"CVTPS2PD xmm1, xmm2/m64","0F 5A /r","V","V","SSE2",""
"CVTPS2PI mm, xmm/m64","0F 2D /r","V","V","",""
"CVTSD2SI r32, xmm/m64","F2 0F 2D /r","V","V","SSE2","operand16,operand32"
"CVTSD2SI r64, xmm/m64","F2 REX.W 0F 2D /r","N.E.","V","SSE2",""
"CVTSD2SS xmm1, xmm2/m64","F2 0F 5A /r","V","V","SSE2",""
"CVTSI2SD xmm, r/m32","F2 0F 2A /r","V","V","SSE2","operand16,operand32"
"CVTSI2SD xmm, r/m64","F2 REX.W 0F 2A /r","N.E.","V","SSE2",""
"CVTSI2SS xmm, r/m32","F3 0F 2A /r","V","V","SSE","operand16,operand32"
"CVTSI2SS xmm, r/m64","F3 REX.W 0F 2A /r","N.E.","V","SSE",""
"CVTSS2SD xmm1, xmm2/m32","F3 0F 5A /r","V","V","SSE2",""
"CVTSS2SI r32, xmm/m32","F3 0F 2D /r","V","V","SSE","operand16,operand32"
"CVTSS2SI r64, xmm/m32","F3 REX.W 0F 2D /r","N.E.","V","SSE",""
"CVTTPD2DQ xmm1, xmm2/m128","66 0F E6 /r","V","V","SSE2",""
"CVTTPD2PI mm, xmm/m128","66 0F 2C /r","V","V","",""
"CVTTPS2DQ xmm1, xmm2/m128","F3 0F 5B /r","V","V","SSE2",""
"CVTTPS2PI mm, xmm/m64","0F 2C /r","V","V","",""
"CVTTSD2SI r32, xmm/m64","F2 0F 2C /r","V","V","SSE2","operand16,operand32"
"CVTTSD2SI r64, xmm/m64","F2 REX.W 0F 2C /r","N.E.","V","SSE2",""
"CVTTSS2SI r32, xmm/m32","F3 0F 2C /r","V","V","SSE","operand16,operand32"
"CVTTSS2SI r64, xmm/m32","F3 REX.W 0F 2C /r","N.E.","V","SSE",""
"CWD","99","V","V","","operand16"
"CWDE","98","V","V","","operand32"
"DAA","27","V","I","",""
"DAS","2F","V","I","",""
"DEC r/m16","FF /1","V","V","","operand16"
"DEC r/m32","FF /1","V","V","","operand32"
"DEC r/m64","REX.W + FF /1","N.E.","V","",""
"DEC r/m8","FE /1","V","V","",""
"DEC r/m8","REX + FE /1","N.E.","V","","pseudo64"
"DEC r16op","48+rw","V","N.E.","","operand16"
"DEC r32op","48+rd","V","N.E.","","operand32"
"DIV r/m16","F7 /6","V","V","","operand16"
"DIV r/m32","F7 /6","V","V","","operand32"
"DIV r/m64","REX.W + F7 /6","N.E.","V","",""
"DIV r/m8","F6 /6","V","V","",""
"DIV r/m8","REX + F6 /6","N.E.","V","","pseudo64"
"DIVPD xmm1, xmm2/m128","66 0F 5E /r","V","V","SSE2",""
"DIVPS xmm1, xmm2/m128","0F 5E /r","V","V","SSE",""
"DIVSD xmm1, xmm2/m64","F2 0F 5E /r","V","V","SSE2",""
"DIVSS xmm1, xmm2/m32","F3 0F 5E /r","V","V","SSE",""
"DPPD xmm1, xmm2/m128, imm8u","66 0F 3A 41 /r ib","V","V","SSE4_1",""
"DPPS xmm1, xmm2/m128, imm8u","66 0F 3A 40 /r ib","V","V","SSE4_1",""
"EMMS","0F 77","V","V","",""
"ENTER imm16u, 0","C8 iw 00","V","V","","pseudo"
"ENTER imm16u, 1","C8 iw 01","V","V","","pseudo"
"ENTER imm16u, imm8u","C8 iw ib","V","V","",""
"EXTRACTPS r/m32, xmm1, imm8u","66 0F 3A 17 /r ib","V","V","SSE4_1",""
"F2XM1","D9 F0","V","V","",""
"FABS","D9 E1","V","V","",""
"FADD ST(0), ST(i)","D8 C0+i","V","V","",""
"FADD ST(i), ST(0)","DC C0+i","V","V","",""
"FADD m32fp","D8 /0","V","V","",""
"FADD m64fp","DC /0","V","V","",""
